Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
KM821857,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3395,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821858,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7270,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821859,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3399,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821860,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7300,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821861,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3396,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821862,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7292,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821863,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3400,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821864,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7275,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821865,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3395,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821866,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7275,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821867,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3386,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821868,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7131,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821869,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3364,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821870,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7215,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821871,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3373,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821872,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3315,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821873,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7288,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821874,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3402,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821875,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7264,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821876,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3384,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821877,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3382,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821878,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3339,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821879,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7274,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821880,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3393,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2012,2014-10-14,ssRNA(+/-)
KM821881,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7270,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821882,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3402,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821883,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7276,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821884,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3396,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821885,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3339,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821886,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3267,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821887,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3357,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821888,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7283,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821889,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3396,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821890,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3383,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821891,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7263,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821892,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3392,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821893,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7266,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821894,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3401,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821895,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3296,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821896,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7260,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821897,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3393,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821898,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7284,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821899,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3397,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821900,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3402,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821901,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7279,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821902,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3403,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821903,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7105,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821904,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3348,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821905,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7254,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821906,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3391,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821907,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3307,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821908,Mammarenavirus lassaense,Mammarenavirus lassaense,,,L,7284,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821909,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3391,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
KM821910,Mammarenavirus lassaense,Mammarenavirus lassaense,,,S,3269,partial,Sierra Leone,Sierra Leone,Homo sapiens,,"Andersen,K.G., Shapiro,B.J., Matranga,C.B., Gire,S.K., Sealfon,R., England,E.M., Winnicki,S., Moses,L.M., Stremlau,M., Folarin,O., Odia,I., Ehiane,P., Goba,A., Momoh,M., Gnirke,A., Birren,B., Hensley,L., Levin,J.Z., Happi,C.T., Garry,R.F., Sabeti,P.C.",2013,2014-10-14,ssRNA(+/-)
