strain	date	abbr_authors	s_lineage	gpc_lineage	genbank_accession	author	accession	country	host	sub_lineage	division
OKE-1645	2015-10-20	Adesina et al.	LII	LII	OQ556949	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556949	Nigeria	Mastomys natalensis		Ondo
OKE-1663	2015-10-20	Adesina et al.	LII	LII	OQ556957	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556957	Nigeria	Mastomys natalensis		Ondo
OKE-1652	2015-10-20	Adesina et al.	LII	LII	OQ556952	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556952	Nigeria	Mastomys natalensis		Ondo
OKE-1643	2015-10-20	Adesina et al.	LII	LII	OQ556947	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556947	Nigeria	Mastomys natalensis		Ondo
OKE-1650	2015-10-20	Adesina et al.	LII	LII	OQ556950	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556950	Nigeria	Mastomys natalensis		Ondo
OKE-1657	2015-10-20	Adesina et al.	LII	LII	OQ556955	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556955	Nigeria	Mastomys natalensis		Ondo
OKE-1662	2015-10-20	Adesina et al.	LII	LII	OQ556956	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556956	Nigeria	Mastomys natalensis		Ondo
OKE-1644	2015-10-20	Adesina et al.	LII	LII	OQ556948	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556948	Nigeria	Mastomys natalensis		Ondo
OKE-1651	2015-10-20	Adesina et al.	LII	LII	OQ556951	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556951	Nigeria	Mastomys natalensis		Ondo
ISTH2010-NIG-2012	2012-01-01 (2012-01-01 - 2012-11-23)	Andersen et al.	LII	LII	KM821951	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821951	Nigeria	Homo sapiens		
H.sapiens-wt/NGA/2018/LASV0067-EDO-2017	2017-01-24	Siddle et al.	LII	LII	MH887827	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887827	Nigeria	Homo sapiens		
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_1026	2016-04-04	Odia et al.	LII	LII	MH053522	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053522	Nigeria	Homo sapiens		
H.sapiens-wt/NGA/2018/LASV0102-ONDO-2017	2017-11-26	Siddle et al.	LII	LII	MH887835	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887835	Nigeria	Homo sapiens		
H.sapiens-wt/NGA/2018/LASV0112-ONDO-2017	2017-12-29	Siddle et al.	LII	LII	MH887795	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887795	Nigeria	Homo sapiens		
Lassa virus/H.sapiens-wt/NGA/2016/ISTH_0089	2016-01-10	Odia et al.	LII	LII	MH053555	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH053555	Nigeria	Homo sapiens		
H.sapiens-wt/NGA/2018/LASV0085-EDO-2017	2017-06-17	Siddle et al.	LII	LII	MH887826	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887826	Nigeria	Homo sapiens		
H.sapiens-wt/NGA/2018/LASV0080-ONDO-2017	2017-05-16	Siddle et al.	LII	LII	MH887883	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887883	Nigeria	Homo sapiens		
H.sapiens-wt/NGA/2018/LASV0166-ONDO-2018	2018-02-10	Siddle et al.	LII	LII	MH887873	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887873	Nigeria	Homo sapiens		
ISTH2042-NIG-2012	2012-03-05 (2012-01-01 - 2012-12-31)	Andersen et al.	LII	LII	KM821963	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM821963	Nigeria	Homo sapiens		
LASV046-NIG-2009	2009-01-01 (2009-01-01 - 2009-11-21)	Andersen et al.	LII	LII	KM822010	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822010	Nigeria	Homo sapiens		
LASV719-NIG-2009	2009-01-17 (2009-01-01 - 2009-12-31)	Andersen et al.	LII	LII	KM822062	Andersen,K.G.,Shapiro,B.J.,Matranga,C.B.,Gire,S.K.,Sealfon,R.,England,E.M.,Winnicki,S.,Moses,L.M.,Stremlau,M.,Folarin,O.,Odia,I.,Ehiane,P.,Goba,A.,Momoh,M.,Gnirke,A.,Birren,B.,Hensley,L.,Levin,J.Z.,Happi,C.T.,Garry,R.F.,Sabeti,P.C.	KM822062	Nigeria	Homo sapiens		
H.sapiens-wt/NGA/2018/LASV0107-ONDO-2017	2017-12-17	Siddle et al.	LII	LII	MH887788	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887788	Nigeria	Homo sapiens		
H.sapiens-wt/NGA/2018/LASV0065-ONDO-2017	2017-01-09	Siddle et al.	LII	LII	MH887793	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887793	Nigeria	Homo sapiens		
LASV/H.sapiens-wt/NGA/2018/IRR_075_I	2018-02-12	Kafetzopoulou et al.	LII	LII	MK117861	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117861	Nigeria	Homo sapiens		Edo
Lassa virus/H.sapiens-wt/NGA/2018/ISTH_0959	2018-02-12	Odia et al.	LII	LII	MH157032	Odia,I.,Ehaine,P.,Oguzie,J.U.,Siddle,K.J.,Mehta,S.,Barnes,K.M.,Winnicki,S.M.,Brehio,P.,Shah,R.,Chak,B.,Yozwiak,N.,Amao,A.,Nosamiefan,I.,Birren,B.W.,Park,D.J.,Folarin,O.,Okokhere,P.,Sabeti,P.C.,Happi,C.T.	MH157032	Nigeria	Homo sapiens		
LASV/H.sapiens-wt/NGA/2018/IRR_075	2018-02-12	Kafetzopoulou et al.	LII	LII	MK118002	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118002	Nigeria	Homo sapiens	2gUG3	Edo
LASV/H.sapiens-tc/NGA/2013/IRR_006	2013-01-30	Ehichioya et al.	LII	LII	MK107964	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107964	Nigeria	Homo sapiens	2gUG3	Ondo
LASV/H.sapiens-wt/NGA/2018/IRR_074_I	2018-02-12	Kafetzopoulou et al.	LII	LII	MK117860	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117860	Nigeria	Homo sapiens		Edo
H.sapiens-wt/NGA/2018/LASV0173-EDO-2018	2018-02-12	Siddle et al.	LII	LII	MH887807	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	MH887807	Nigeria	Homo sapiens		
LASV/H.sapiens-wt/NGA/2018/IRR_074	2018-02-12	Kafetzopoulou et al.	LII	LII	MK118001	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK118001	Nigeria	Homo sapiens	2gUG3	Edo
LASV/H.sapiens-tc/NGA/2013/IRR_001	2013-01-16	Ehichioya et al.	LII	LII	MK107963	Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	MK107963	Nigeria	Homo sapiens	2gUG3	Ondo
LASV/H.sapiens-wt/NGA/2017/IRR_005	2017-01-16	Kafetzopoulou et al.	LII	LII	MK117948	Kafetzopoulou,L.E.,Pullan,S.T.,Lemey,P.,Suchard,M.A.,Ehichioya,D.U.,Pahlmann,M.,Thielebein,A.,Hinzmann,J.,Oestereich,L.,Wozniak,D.M.,Efthymiadis,K.,Schachten,D.,Koenig,F.,Matjeschk,J.,Lorenzen,S.,Lumley,S.,Ighodalo,Y.,Adomeh,D.I.,Olokor,T.,Omomoh,E.,Omiumu,R.,Agbukor,J.,Ebo,B.,Aiyepada,J.,Ebhodaghe,P.,Osiemi,B.,Ehikhametalor,S.,Akhilomen,P.,Airende,M.,Esumeh,R.,Muoebonam,E.,Giwa,R.,Ekanem,A.,Igenegbale,G.,Odigie,G.,Okonofua,G.,Ukpetena,R.A.,Oyakhilome,J.,Yerumoh,E.O.,Odia,I.,Aire,C.,Okonofua,M.,Atafo,R.,Tobin,E.,Asogun,D.,Akpede,N.,Okokhere,P.O.,Rafiu,M.O.,Iraoyah,K.O.,Iruolagbe,C.O.,Akhideno,P.,Erameh,C.,Akpede,G.,Isibor,E.,Naidoo,D.,Hewson,R.,Hiscox,J.A.,Vipond,R.,Carroll,M.W.,Ihekweazu,C.,Formenty,P.,Okogbenin,S.,Ogbaini-Emovon,E.,Gunther,S.,Duraffour,S.	MK117948	Nigeria	Homo sapiens	2gUG3	Edo
EBU-2063	2016-04-16	Adesina et al.	LII	LII	OQ556981	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556981	Nigeria	Mastomys natalensis		Ebudin
EBU-1991	2016-04-14	Adesina et al.	LII	LII	OQ556974	Adesina,A.S.,Oyeyiola,A.,Obadare,A.,Igbokwe,J.,Abejegah,C.,Akhilomen,P.,Bangura,U.,Asogun,D.,Tobin,E.,Ayodeji,O.,Osoniyi,O.,Davis,C.,Thomson,E.C.,Pahlmann,M.,Gunther,S.,Fichet-Calvet,E.,Olayemi,A.,Adesina,A.	OQ556974	Nigeria	Mastomys natalensis		Ebudin
